,SN20A,SN20B,SN21A,SN21B,SN22A,SN22B,SN23A,SN23B,SN24A,SN24B,SN25A,SN25B
KCNA2,375,242,1767,2987,1946,2233,1809,2070,1176,1422,530,762
KCNA5,142,139,190,133,150,352,115,253,160,196,240,211
KCNA4,32,15,155,36,76,89,94,121,128,142,107,102
TSPAN9,5942,6199,7865,3028,11932,15726,5667,11144,6108,8654,6124,7059
TSPAN8,0,0,0,0,0,5,3,4,0,0,0,0
TSPAN7,10136,6163,8173,3182,9073,9589,6833,7909,8192,7889,7551,6831
TSPAN6,5296,4810,1910,3167,1972,1508,2612,1550,2589,1901,4899,4047
TSPAN5,1412,1355,2962,3193,3435,3680,3168,3010,2216,2466,3007,2921
TSPAN4,1772,1374,1166,684,1267,1242,1052,1049,1002,872,1674,1293
TSPAN3,14573,13599,10857,10909,9623,9847,10537,8889,10167,9044,14151,12470
TSPAN2,3489,4262,1729,1176,2512,2771,2033,2392,1974,3128,1547,1945
TSPAN1,87,52,85,25,133,65,67,59,132,119,172,89
HMGA2,6905,8903,1300,2798,1067,2050,1188,1971,1218,2630,862,2238
EFNA4,247,306,222,251,120,106,168,121,141,162,258,218
NewGene_19797,0,0,0,0,0,0,0,2,0,0,1,0
NewGene_19795,13,25,6,3,0,17,2,4,8,7,14,12
NewGene_19794,0,0,0,4,0,0,0,0,0,0,0,0
NewGene_19792,0,0,1,0,2,1,0,1,1,0,1,0
NewGene_19791,3953,3166,1930,1898,1814,1623,1544,1329,1932,1698,2877,2582
NewGene_19790,668,556,486,327,447,454,408,386,480,452,685,524
OBP2B,0,1,0,0,0,0,0,1,0,0,0,0
PALLD,15266,18826,9055,7238,8720,9174,6893,10124,7166,8694,10258,9556
NewGene_19799,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_19798,0,0,0,0,0,0,0,0,0,0,0,0
IRAG1,397,398,339,319,254,176,368,167,361,226,518,316
IRAG2,36,21,26,19,29,35,18,12,28,31,32,29
DUS4L-BCAP29,376,333,517,517,400,383,386,438,281,298,226,529
NewGene_8237,0,0,0,0,4,2,0,4,4,0,0,0
NewGene_8235,0,0,0,0,2,0,4,5,0,3,3,0
NewGene_8234,0,0,0,0,2,2,4,2,2,0,0,0
NewGene_8231,0,0,0,2,0,0,0,0,0,0,0,0
NewGene_8239,0,0,4,0,0,0,0,0,0,0,0,0
OR51S1,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_16648,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_16649,0,0,0,0,0,0,0,0,0,2,0,0
NewGene_16644,0,0,0,6,0,6,2,5,2,4,1,3
NPIPB12,271,307,430,290,428,350,361,163,255,404,433,334
NewGene_16647,0,0,0,0,0,1,0,0,0,0,0,0
NewGene_16640,3,5,2,16,0,6,3,5,0,5,0,10
NewGene_16641,7,1,7,3,14,20,7,12,3,6,9,8
NewGene_16642,135,198,93,127,81,87,163,51,122,186,232,187
NewGene_16643,0,2,0,0,0,1,0,0,0,0,2,0
TBRG4,1365,1173,1174,960,1052,1210,1151,979,988,1023,1330,1099
TBRG1,1495,1334,2170,1635,1882,2585,2221,1829,1885,1925,2137,1958
NPM1,17106,18423,13431,20066,12841,14252,15231,12094,13060,12689,17806,17753
NPM2,98,87,392,181,389,438,334,384,357,443,246,225
NPM3,588,557,324,391,304,305,301,277,400,340,542,498
GGT7,1994,1667,2933,1812,2664,3323,2604,2530,2345,2881,2063,1656
GGT6,0,0,0,0,0,0,0,0,0,2,0,0
GGT5,287,394,177,74,184,214,136,254,211,260,86,151
GGT1,393,299,175,80,177,192,192,115,224,279,218,128
NewGene_11148,144,117,181,224,187,190,238,187,154,195,289,218
NewGene_11149,0,0,0,0,0,0,0,0,1,0,0,0
NewGene_11142,0,1,4,0,2,0,0,0,0,2,0,0
NewGene_11143,3,3,0,4,2,0,2,0,0,0,4,6
NewGene_11140,0,2,0,0,0,0,0,0,0,0,0,0
NewGene_11141,0,0,0,2,2,0,1,2,0,0,0,0
NewGene_11146,14,6,7,18,4,0,13,7,10,12,19,7
NewGene_11147,1,2,3,2,0,0,0,1,0,1,0,0
NewGene_11145,6,0,6,3,4,0,11,0,0,4,0,0
DEFB136,0,0,0,0,0,0,0,0,0,0,0,0
DEFB135,0,0,0,0,0,0,0,0,0,0,0,0
DEFB134,0,2,0,0,0,3,0,1,1,0,0,0
DEFB132,0,0,0,0,0,0,0,0,0,0,0,0
SEZ6L,1958,1737,10300,3519,9548,12521,8312,10615,6634,9358,5407,6417
PAFAH1B1,10541,9933,18735,13828,21045,23169,18954,20733,14915,15424,15942,15659
PAFAH1B2,3602,3635,5894,5635,7390,7381,6257,6638,4501,4488,4849,4761
PAFAH1B3,1129,948,2522,2120,2484,2669,2629,2348,1934,2027,2265,1984
LOC124900573,0,0,0,0,0,0,0,0,0,0,0,0
MARCOL,0,0,3,10,0,2,2,0,2,0,0,4
TASL,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_9505,1,0,3,0,0,0,7,0,0,2,0,0
NewGene_18942,7,0,4,0,0,0,5,0,5,5,2,0
NewGene_18549,54,67,59,62,56,68,75,56,53,78,84,66
NewGene_18548,6,16,17,12,8,9,10,13,13,13,13,11
NewGene_18540,0,0,0,0,0,0,0,0,0,2,0,0
NewGene_18543,4,8,0,18,3,23,0,0,36,14,1,0
NewGene_17594,41,26,115,66,105,167,101,101,79,104,38,73
NewGene_17593,0,2,4,0,0,0,7,0,4,0,0,0
MUSK,242,224,132,30,115,96,60,64,77,42,256,270
NewGene_17591,0,0,1,0,0,0,0,0,0,0,0,0
GPAA1,3857,3052,2172,1618,2515,2372,2093,2029,2374,2114,3029,2444
NewGene_18242,0,0,0,0,0,0,0,0,0,0,0,0
ADCK5,68,85,97,102,110,129,111,77,103,117,87,82
WWC3,2871,2977,1776,1810,1409,1526,1702,1268,1799,1882,2058,1873
SIPA1,848,730,503,393,387,466,618,395,551,631,511,440
COQ8B,674,556,639,952,598,669,771,552,654,644,857,698
TRMT10B,605,587,737,834,615,726,859,685,731,851,800,744
TRMT10C,936,1056,1118,907,1059,1245,1105,1111,957,849,1059,1047
TRMT10A,189,210,264,340,223,233,264,199,228,205,403,303
TRIM65,868,718,797,1332,718,841,983,681,764,858,861,878
TRIM64,0,0,0,0,0,0,0,0,0,0,0,0
TRIM67,580,502,3226,1714,3399,3611,2882,3216,2350,2560,2603,2443
TRIM66,1011,984,1472,2326,1607,1847,1500,1323,1431,1851,2747,2541
TRIM61,127,135,132,140,92,91,135,119,130,111,208,177
TRIM60,0,0,0,0,0,0,0,0,0,0,0,0
TRIM63,20,9,31,12,59,31,19,28,70,53,231,173
TRIM62,315,305,903,688,670,967,752,792,666,710,500,443
FSBP,285,267,197,285,305,270,98,251,178,238,174,358
TRIM69,101,69,207,112,237,134,216,184,170,196,126,103
TRIM68,419,361,485,490,432,466,580,403,467,531,638,548
SH3BGRL2,2938,2555,3290,2022,3622,3671,2956,3260,2353,2191,2747,2500
SH3BGRL3,4001,3917,4274,3403,4367,5340,3186,4068,2536,2867,3142,2583
NewGene_109,12,3,9,10,42,707,551,614,483,283,14,463
NewGene_106,15,6,0,2,3,0,5,0,0,0,0,5
SFRP2,210,236,1867,1314,559,1006,741,826,463,388,335,432
NewGene_100,68,63,39,56,37,41,44,35,44,36,64,92
NewGene_101,4,26,19,10,28,21,3,20,9,0,11,9
SAPCD1,9,9,3,4,6,4,5,4,5,6,10,6
OMD,2,1,9,2,2,9,10,4,13,2,7,8
PIH1D2,250,242,91,104,84,67,103,85,110,97,212,249
PIH1D1,1845,1626,1110,1354,988,1003,1431,943,1123,1064,1438,1292
PANX3,2,2,0,2,0,0,0,0,0,2,0,3
LOC124900574,0,0,0,0,0,0,0,0,0,0,0,0
CDC42BPA,2114,1941,4027,3022,4110,4722,3899,4022,3290,3349,4486,3693
CDC42BPB,7656,6951,8624,7245,8090,9121,9057,7716,7023,7388,8557,7533
CDC42BPG,1517,963,363,259,327,209,287,145,355,336,521,373
ARHGAP11A-SCG5,18,15,29,44,28,28,277,33,22,26,25,44
RARS1,3393,3192,2621,2669,2470,2602,2640,2466,2335,2335,3074,2631
RARS2,2020,1893,1855,1965,1796,2057,2064,1982,1695,1754,1991,1878
EIF4B,19534,17592,13801,19787,16859,17614,19762,14106,16193,15996,19776,19442
LENG1,0,0,0,0,0,0,0,0,0,0,0,0
EIF4E,2513,2223,3272,2670,3437,3478,2955,3012,2631,2505,3262,3051
BMP15,0,0,0,0,0,0,0,0,0,0,0,0
EIF4H,11402,9600,8888,9523,8834,9970,9734,8797,7850,8127,9390,8703
BMP10,0,0,0,0,0,0,0,0,0,0,0,0
CCKAR,220,180,55,32,47,19,31,53,106,55,129,77
SDE2,923,1026,1021,1035,1035,1111,1177,986,894,853,1189,1103
MEAF6,2374,2402,4229,3386,4351,5016,4042,4282,3328,3556,4647,4169
ASAP2,2226,1959,2198,2262,2232,2425,2134,2142,1787,1827,2759,2389
ASAP1,2321,2110,3569,2703,3383,3982,3278,3226,2599,2803,2987,2668
NewGene_13793,0,0,0,0,0,0,0,0,0,2,0,0
CASTOR2,1433,1269,2750,1975,3270,3386,2625,2884,2147,2425,2295,2000
GTF2A1L,0,0,0,0,0,0,0,0,0,0,0,0
CASTOR1,894,824,350,259,317,293,322,288,422,418,460,367
CLEC2D,96,105,172,258,144,170,258,125,168,203,284,221
CLEC2A,22,6,8,0,4,4,6,0,6,8,7,3
CLEC2B,0,0,0,0,3,0,0,0,2,0,10,0
CLEC2L,53,41,189,60,185,241,174,172,170,159,250,150
GGNBP2,1196,891,1292,819,1188,1357,1370,1133,1351,1072,1258,998
RNF20,2097,2286,2593,2935,2623,2636,3210,2483,2461,2323,3228,2922
RNF26,1699,1373,1085,1327,1067,1145,1200,980,1064,996,1462,1158
RNF24,707,624,1688,1900,1428,1785,2055,1250,1522,1693,1376,1115
GABBR2,543,430,3655,1264,4481,5236,3440,4496,2733,3313,2589,2275
CBLL2,0,0,2,0,0,1,2,0,0,0,0,0
ASB2,35,29,35,19,50,42,40,44,20,29,10,16
OR11H12,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_13458,22,18,15,17,12,23,38,14,27,34,16,21
NewGene_13459,2,4,5,7,8,16,0,9,8,5,14,5
NewGene_15049,0,0,2,2,1,0,0,0,0,0,0,0
NewGene_13452,21,35,33,40,37,21,31,37,30,38,28,27
NewGene_13453,11,12,26,12,25,30,33,14,18,15,19,11
INTS14,1114,1029,905,1427,837,889,1095,827,1002,850,1237,1220
INTS15,695,592,915,721,799,853,848,725,697,704,1161,819
INTS12,801,702,958,924,934,1103,1067,905,872,759,1053,1039
INTS13,826,801,921,926,764,837,952,755,766,735,1029,921
INTS10,1409,1199,1299,1274,1134,1235,1544,1123,1226,1135,1668,1517
INTS11,2155,1846,1692,1855,1679,1716,1866,1484,1783,1807,2058,1619
NewGene_14105,11,8,28,13,35,28,28,25,17,22,17,20
NewGene_14104,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_14107,0,2,0,2,0,0,0,2,1,2,0,0
NewGene_14106,26,17,5,8,4,10,6,2,4,9,14,25
NewGene_14103,22,15,8,24,6,16,9,8,15,15,22,15
NewGene_14102,0,0,0,0,0,2,0,0,0,0,0,0
NewGene_14109,38,32,11,15,13,7,4,14,13,11,30,24
RFTN1,6351,5141,2690,1534,2357,2342,1908,2176,2683,2383,3799,3261
RFTN2,248,221,262,364,140,157,249,150,214,138,297,230
NewGene_7812,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_7811,121,156,206,288,240,306,289,211,266,210,318,267
NewGene_7816,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_7814,49,48,195,177,231,250,242,201,151,155,168,177
NewGene_7818,0,0,0,0,0,0,2,0,2,0,0,0
NewGene_15856,10,8,18,19,14,17,14,13,21,32,10,23
NewGene_15857,1,6,0,0,0,0,2,0,0,0,5,0
PCDHB9,110,131,159,170,190,195,185,184,169,104,144,153
RPL3,43633,41183,25356,46546,22738,25224,32576,22643,28561,28254,36870,37737
RPL7,24527,22143,16535,27679,15252,16001,19340,14628,17182,16983,19693,21765
RPL6,32450,30022,22344,37443,19573,21975,27718,19054,23456,22643,30982,31016
RPL5,22357,21456,15772,31041,13746,16386,21373,13425,18368,17257,21759,22796
RPL4,39749,36418,29208,48906,26711,30732,38109,25874,32739,31984,40103,39436
RPL9,11471,11534,9284,16698,7980,8978,10871,7529,10148,8722,10087,11838
RPL8,18031,17168,14233,20856,12398,14278,15091,11610,13332,13910,16386,15762
LOC105372704,6,5,9,9,13,11,12,7,10,19,5,10
PHYKPL,1242,950,684,838,541,540,937,451,824,870,1150,913
NewGene_10372,0,0,0,2,0,0,0,0,0,0,0,0
NewGene_10370,97,75,51,81,78,125,69,90,56,68,80,90
NewGene_10371,77,83,11,11,23,9,14,5,45,41,24,34
NewGene_10376,11,22,28,29,34,44,28,33,35,24,54,40
NewGene_10377,11,4,0,0,11,0,9,2,5,5,9,12
FOXO4,558,396,273,315,229,177,311,137,318,218,556,324
FOXO6,94,72,134,106,122,150,161,206,116,138,130,120
NewGene_10379,0,0,0,0,0,5,0,0,0,0,0,0
FOXO1,1210,1201,797,565,880,1011,850,1235,899,831,874,856
FOXO3,1349,1395,1870,1852,2406,2738,2515,1924,2049,2093,2651,2595
NewGene_1319,0,0,4,45,0,0,25,0,3,4,4,0
OTULIN,951,907,983,1081,933,901,1145,993,1014,895,1243,1040
SLCO2A1,52,93,40,44,60,60,57,84,121,129,157,165
EIPR1,1113,926,1201,1166,1174,1296,1259,1079,955,1034,1308,1156
NewGene_1313,4,2,3,2,0,0,0,0,3,0,8,0
NewGene_1311,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_1315,0,0,0,0,0,0,0,0,0,0,2,0
NewGene_1314,51,26,26,8,59,56,31,38,37,38,24,20
ZSCAN5C,3,4,0,2,0,4,2,0,0,0,0,4
DSTNP4,0,0,0,0,0,0,0,0,0,0,0,0
CAMKV,1019,774,4404,1971,3449,4055,4343,3546,2541,3126,1818,1889
TYSND1,494,434,364,323,319,319,385,300,318,340,482,376
KRTAP19-4,0,0,0,0,0,0,1,0,0,0,0,0
TMEM209,971,916,637,939,710,668,828,637,677,681,929,941
KRTAP19-6,0,0,0,0,0,0,0,0,0,0,2,0
KRTAP19-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP19-3,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP19-2,0,0,0,0,0,0,0,0,0,0,0,0
TMEM203,1111,1018,1057,1066,946,1016,1082,824,1053,850,1275,1121
TMEM202,0,0,0,0,0,0,0,0,1,0,0,0
TMEM201,1201,1020,1085,875,1142,1282,1101,1071,855,954,1238,1040
TMEM207,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP19-8,0,0,0,0,0,0,0,0,0,0,0,0
TMEM205,2327,1776,1312,1279,1175,1123,1407,907,1445,1358,1617,1386
TMEM204,4,2,30,13,0,15,10,18,11,16,5,9
PIFO,5659,4531,896,748,1085,537,658,469,1435,643,4703,4022
RTP1,22,16,34,38,46,61,39,42,36,51,77,55
CHAF1A,278,214,213,650,211,228,364,240,278,215,363,304
LIME1,152,154,177,177,128,123,231,124,230,295,245,175
LOC105379504,95,61,19,12,19,19,27,17,31,27,26,40
PEX16,546,413,522,443,536,657,552,513,502,478,439,450
PEX14,711,619,630,540,584,624,611,484,584,601,752,594
PEX12,401,410,284,380,261,280,360,228,334,316,499,415
PEX13,1274,1105,888,1099,1023,946,1075,835,1075,895,1269,1059
PEX10,932,640,705,878,704,648,736,625,685,658,890,643
FAM53B,797,684,954,1384,1116,1313,1370,1020,1043,1074,1103,970
NewGene_11424,0,0,0,0,0,0,0,0,0,0,0,0
IHO1,0,0,0,0,0,10,4,0,0,0,2,0
NewGene_11426,62,39,0,6,0,0,6,0,19,0,11,12
NewGene_11421,0,1,2,0,0,0,0,0,4,0,1,0
NewGene_11420,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_11423,1,10,11,10,18,14,14,9,9,16,12,13
PIF1,3,18,20,114,15,21,29,2,19,22,4,14
LEMD1,101,129,370,341,366,508,372,438,257,330,188,256
LEMD2,3169,2651,2763,2192,2416,2526,2450,2324,2823,2945,2931,2212
LEMD3,1227,1258,1256,1424,1224,1297,1544,1274,1279,1393,1620,1507
NewGene_9219,0,0,0,0,0,0,0,2,0,0,0,0
NewGene_3221,204,174,230,371,207,267,280,188,270,232,352,275
NewGene_3220,0,2,3,11,5,0,0,3,7,2,5,11
NewGene_3223,2,2,7,0,7,17,4,27,7,4,0,0
LOC112268336,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_3224,0,0,2,0,0,0,0,0,0,0,0,0
CAMK1,566,496,911,642,986,1216,930,939,722,791,667,625
NewGene_3228,0,0,0,0,0,0,0,0,0,0,0,0
ZFP36L2,6083,5148,2921,3289,3157,1953,3783,1648,3588,2448,4855,4466
NewGene_2572,0,0,1,3,6,0,0,0,0,2,0,0
NewGene_2573,0,0,0,3,0,0,0,0,0,0,0,0
NewGene_2570,0,3,0,5,3,5,0,5,0,0,0,4
NewGene_2571,8,0,4,4,3,13,5,6,9,14,4,0
NewGene_2577,1019,890,1459,285,1102,454,516,414,903,323,3968,1556
NewGene_2575,10,7,8,15,5,7,0,6,6,5,12,5
NewGene_2578,0,0,5,7,0,6,11,6,4,4,6,4
NewGene_2579,4,4,16,11,18,4,11,6,15,5,11,13
FOS,1198,983,3074,640,2829,2689,1254,1754,632,604,1668,1951
ECM2,15,24,13,13,32,8,12,9,19,3,103,66
OR7G1,0,0,0,0,0,0,0,0,0,0,0,0
LSMEM2,18,7,7,13,13,3,43,6,13,24,32,37
CD177,0,0,2,4,5,7,2,2,0,3,4,0
TMSB15B,465,497,711,1302,606,704,816,665,742,653,545,588
TMSB15C,269,284,342,155,273,311,297,263,143,250,230,248
ECM1,205,198,553,156,399,680,327,540,277,354,176,176
NewGene_3135,0,0,0,0,0,0,0,0,0,0,0,0
CALML6,8,14,5,3,7,5,12,5,3,8,4,6
CALML4,1429,776,271,182,231,114,200,109,386,139,739,512
CALML5,0,0,0,0,0,0,0,0,0,0,0,0
CALML3,0,0,0,0,0,0,0,0,0,0,0,0
ANKMY2,925,706,1751,1511,1786,1898,1879,1648,1491,1531,1721,1599
NewGene_3485,0,0,0,0,0,0,0,0,0,0,0,2
NewGene_3484,0,4,0,0,0,0,0,0,0,0,4,20
NewGene_3487,2,0,3,0,0,0,4,2,0,0,0,0
NewGene_3489,0,0,0,0,0,0,0,0,0,0,2,6
NewGene_3488,0,0,0,0,0,0,2,0,0,0,0,0
REELD1,0,0,4,0,2,3,6,6,6,3,0,3
ARID3A,1130,1141,674,510,541,670,581,591,636,749,542,535
PTPN4,869,793,1270,1140,1449,1435,1366,1237,1108,1158,1410,1228
PTPN5,636,477,2829,1078,2903,3191,2316,2615,2043,2403,2294,1860
GUSB,1970,1671,1001,927,921,874,1228,854,1193,1208,1332,1209
PTPN7,0,0,2,2,4,2,0,2,2,4,0,1
NewGene_12191,0,0,0,0,0,0,0,0,0,0,0,0
PTPN2,765,732,523,617,482,466,618,423,719,571,821,728
PTPN3,714,487,937,317,1226,1266,817,1224,892,1142,456,544
SFTPA2,0,4,18,4,4,18,20,21,15,17,9,19
SFTPA1,2,0,0,4,3,3,3,4,0,2,0,0
ADAMTS2,0,6,0,10,5,0,12,0,2,0,11,0
NewGene_12198,0,0,0,0,0,3,0,0,0,0,0,0
PTPN9,2499,2215,2880,2699,2832,3169,2835,2980,2741,2414,2798,2418
NewGene_1883,23,26,32,29,36,39,45,35,42,62,57,43
NewGene_1881,0,0,4,0,0,5,0,0,2,1,0,1
NewGene_1880,0,0,0,0,1,2,0,0,0,0,0,0
NewGene_1887,5,0,4,8,7,14,12,0,9,5,7,6
NewGene_1886,15,13,2,0,0,0,6,0,3,5,5,8
NewGene_1885,136,89,107,89,127,153,116,99,106,118,137,140
NewGene_1884,0,1,0,0,0,1,2,1,1,0,0,0
PPP1R3D,478,388,1136,369,1182,1363,746,1260,713,690,747,740
PPP1R3E,391,357,576,420,633,778,666,602,615,664,743,622
PPP1R3F,588,483,1155,769,1043,1036,945,864,805,878,1007,790
NewGene_1888,6,7,37,17,17,21,40,9,16,21,26,18
PPP1R3A,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R3B,886,905,381,293,428,388,512,323,632,513,573,525
PPP1R3C,116,133,259,341,209,267,589,194,229,154,87,158
NewGene_2688,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_7062,0,0,0,0,0,0,0,0,0,0,0,0
LYZ,3,2,13,2,3,10,6,5,3,3,8,2
NewGene_7066,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_7065,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_7064,0,0,0,0,0,0,4,0,0,0,0,0
NewGene_7068,0,0,0,0,0,0,0,0,0,2,0,0
NewGene_2684,64,67,70,273,33,21,137,29,44,46,23,47
AKAP11,3188,3395,5939,4887,6415,6490,6136,5810,4818,4962,5428,5359
NewGene_12440,5,0,3,2,6,4,4,0,3,2,4,4
NewGene_12446,0,0,0,0,0,0,2,0,0,0,2,2
NewGene_12447,59,24,36,40,23,22,38,23,34,34,24,23
NewGene_12444,0,0,0,0,0,0,0,0,0,0,0,0
HEY2,6,11,42,23,20,34,15,46,15,20,10,8
NewGene_12449,3,0,0,2,8,1,0,0,0,0,0,0
FRAT2,297,194,224,267,210,215,262,191,280,268,366,257
CFLAR,916,927,674,831,605,655,774,570,675,674,880,747
DTX3L,334,420,124,134,163,128,185,144,314,232,275,257
NewGene_4067,0,0,2,0,0,0,0,0,0,0,0,0
PPP1R35,388,396,319,282,257,309,287,256,329,353,347,260
PPP1R36,18,9,12,8,4,14,7,6,9,4,15,9
PPP1R37,1092,905,1272,828,1341,1361,1228,1202,1058,1086,1274,1094
NewGene_4064,0,1,4,4,1,1,3,1,0,1,1,0
PPP1R32,368,356,136,72,113,129,102,61,115,114,233,259
NewGene_4065,33,13,24,6,20,16,25,12,5,13,13,0
RPL3L,2,0,0,0,2,1,0,0,2,0,1,2
MMAA,315,344,485,390,534,508,533,443,487,462,618,550
MMAB,806,703,979,1257,1033,1189,1123,964,823,791,1343,1076
CSN1S1,0,0,0,0,0,0,0,0,0,0,0,0
OR2Z1,0,0,0,0,0,0,0,0,0,0,0,0
ACR,19,10,7,0,12,14,9,2,7,9,6,11
TNS4,0,4,5,5,0,7,0,5,0,0,0,0
TNS2,425,321,613,369,393,489,762,340,610,588,576,491
TNS3,9787,10352,3788,2221,3498,3488,3200,3787,3501,3953,3864,3803
TNS1,3016,3548,2602,2103,2439,2953,2495,2850,2385,3191,1619,1886
TOP3B,1085,898,1016,799,570,677,976,510,899,932,1294,823
TOP3A,657,602,590,714,557,591,786,498,580,648,821,699
NewGene_13718,0,0,0,3,0,2,5,1,0,0,0,3
COL20A1,0,7,24,29,17,13,30,13,11,22,7,9
NewGene_13715,0,0,0,0,2,2,0,2,2,1,0,2
NewGene_13714,0,1,3,0,13,5,4,2,9,7,3,5
NewGene_13717,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_13716,2,0,0,0,0,2,3,0,3,0,0,3
CYP51A1,5061,4882,9101,10066,10972,11991,9575,10180,7026,5643,9795,8320
NFAM1,164,81,257,53,447,532,328,385,241,272,169,181
ZNF254,640,737,944,1494,817,826,1188,821,980,963,1333,1190
COTL1,13813,13036,10818,5352,10657,10486,8806,9941,8505,7800,8824,7330
ZNF256,105,128,103,151,108,116,123,72,106,100,119,81
ZNF257,0,0,0,0,0,0,0,0,0,0,0,0
ZNF250,466,482,909,1044,721,853,1134,728,872,1003,1117,854
ZNF251,633,633,882,812,1309,865,990,693,835,1000,1149,933
ZNF253,116,144,171,442,128,142,274,135,173,154,190,213
TPRKB,261,235,232,406,231,210,308,222,219,221,271,281
EPG5,1130,1066,998,1119,1150,1048,1276,962,1127,1115,1358,1377
XPR1,12641,12088,35332,14589,42891,45293,30107,39759,24998,27741,24305,25139
ECE2,0,9,155,83,129,129,0,129,0,180,142,89
REG1B,0,0,0,0,0,3,0,2,0,0,0,2
ECE1,3475,4064,3322,1683,2353,3400,2370,3527,1693,2100,1431,1595
NewGene_6679,61,68,170,81,59,59,192,95,141,138,107,137
PREX1,1674,1324,1046,4575,661,641,3399,490,1622,1149,778,1037
NewGene_5337,313,276,551,319,481,580,546,488,371,426,299,383
NewGene_5336,9,10,6,13,4,6,3,4,7,8,6,11
NewGene_5330,2,0,0,0,0,0,6,0,0,7,3,0
NewGene_5333,154,196,441,599,481,510,665,440,524,531,627,575
NewGene_5332,0,0,0,0,0,0,0,0,0,0,0,0
LOC128966722,0,0,0,0,0,0,0,0,0,0,0,0
REG1A,7,7,20,12,20,22,11,14,15,21,41,14
OR5M8,0,0,0,0,0,0,0,0,0,0,0,0
RPL17-C18orf32,582,611,794,764,796,847,881,514,788,661,564,636
SAP30L,1789,1455,1512,2071,1538,1670,1967,1432,1774,1490,2123,1747
NewGene_16915,10,17,2,12,3,7,38,18,4,4,47,16
LOC128966724,2,2,1,2,0,0,0,3,2,0,0,4
KRTAP8-1,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_3749,0,0,5,0,2,0,0,0,0,0,0,0
SPEF2,1217,1136,525,434,588,386,634,466,652,670,1014,1020
SPEF1,660,475,74,96,83,69,70,50,143,58,500,419
LOC124901498,0,0,0,0,0,0,0,0,0,0,0,0
UBTFL1,0,0,0,0,0,0,0,0,0,0,0,0
LGALS4,2,4,4,9,6,4,9,4,8,13,4,10
ITGA7,3089,2512,2975,1970,2150,2704,2484,2020,2317,2894,2025,1835
EPGN,0,0,8,0,0,14,3,3,5,4,2,3
KRTAP9-9,0,0,0,0,0,0,0,0,0,0,0,0
CYFIP1,1116,1152,851,702,834,835,937,889,1020,1089,1372,1394
LOC124903575,0,0,0,0,2,0,0,0,0,3,0,0
LOC124904701,5,3,0,0,0,0,0,0,0,0,3,0
LOC124903570,0,3,0,0,3,5,6,2,8,0,0,2
LOC124903571,0,0,0,0,0,0,0,0,0,0,0,0
LOC124904708,17,9,29,20,16,25,20,18,27,27,31,18
ITGA5,5304,5352,3413,2494,2210,3018,2562,3080,2928,3408,2376,2389
RDM1,4,0,4,8,3,3,9,3,4,5,9,5
MIEF2,396,319,280,214,317,331,321,303,311,306,349,396
MIEF1,2143,1966,2788,2588,2716,3062,2960,2626,2252,2375,2867,2372
SVEP1,47,32,314,124,94,169,134,151,160,82,88,69
STARD13,267,223,429,213,350,450,322,448,387,400,237,245
STARD10,1931,1658,1391,719,1245,1306,999,1055,1018,1114,1463,1212
NewGene_11033,1391,1336,1689,1545,1494,1949,1923,1363,1964,2356,1964,1779
NewGene_11030,0,0,0,1,1,0,0,0,0,0,0,0
ATG14,694,694,658,794,663,697,870,643,736,763,1077,941
STIP1,7219,6296,7577,7075,7165,8083,7319,6825,5721,5726,7545,6876
NewGene_19083,0,1,1,0,0,0,0,0,0,0,0,0
NewGene_15794,0,0,0,0,0,0,0,0,0,0,0,0
NewGene_19082,0,0,0,0,3,0,0,0,0,3,0,0
NewGene_19080,4,2,0,0,0,0,0,0,0,3,0,0
GSG1L,207,236,488,269,407,580,433,406,595,595,960,813
NewGene_19624,0,0,0,0,0,0,0,0,0,0,0,0
CES1,0,0,0,1,0,0,0,1,0,0,1,1
CES2,1683,1589,1539,1940,1445,1637,1748,1382,1688,1567,2356,2076
CES3,185,134,229,272,205,197,301,179,251,258,173,141
RAPSN,6,0,0,0,0,3,0,0,0,0,0,6
MED27,524,438,571,756,630,652,703,554,616,572,701,505
MED24,2975,2522,2726,2964,2387,2550,3384,2278,2579,2546,3804,2909
XDH,260,212,147,112,126,140,180,106,212,239,268,218
MED22,708,580,597,194,481,388,618,446,543,548,770,608
